+------+----------------+------+-------+-----+----------------------+------------------+--------+
|  id  | account_number | year | month | day |     atm_location     | transaction_type | amount |
| 1240 | 52457779       | 2021 | 8     | 1   | Humphrey Lane        | withdraw         | 100    |
| 1241 | 62690806       | 2021 | 8     | 1   | Blumberg Boulevard   | deposit          | 25     |
| 1242 | 21149684       | 2021 | 8     | 1   | Carvalho Road        | deposit          | 35     |
| 1243 | 96352349       | 2021 | 8     | 1   | Carvalho Road        | withdraw         | 100    |
| 1244 | 40665580       | 2021 | 8     | 1   | Blumberg Boulevard   | deposit          | 50     |
| 1245 | 92647903       | 2021 | 8     | 1   | Carvalho Road        | deposit          | 10     |
| 1246 | 50665819       | 2021 | 8     | 1   | Leggett Street       | deposit          | 75     |
| 1247 | 46222318       | 2021 | 8     | 1   | Carvalho Road        | deposit          | 50     |
| 1248 | 79165736       | 2021 | 8     | 1   | Blumberg Boulevard   | deposit          | 85     |
| 1249 | 33528144       | 2021 | 8     | 1   | Humphrey Lane        | withdraw         | 85     |
| 1250 | 32179718       | 2021 | 8     | 1   | Humphrey Lane        | withdraw         | 75     |
| 1251 | 40981669       | 2021 | 8     | 1   | Blumberg Boulevard   | deposit          | 15     |
| 1252 | 36438351       | 2021 | 8     | 1   | Carvalho Road        | withdraw         | 65     |
| 1253 | 71305903       | 2021 | 8     | 1   | Humphrey Lane        | withdraw         | 30     |
| 1254 | 83997425       | 2021 | 8     | 1   | Leggett Street       | withdraw         | 100    |
| 1255 | 66454844       | 2021 | 8     | 1   | Leggett Street       | deposit          | 30     |
| 1256 | 19674896       | 2021 | 8     | 1   | Leggett Street       | withdraw         | 90     |
| 1257 | 47746428       | 2021 | 8     | 1   | Leggett Street       | withdraw         | 25     |
| 1258 | 79127781       | 2021 | 8     | 1   | Blumberg Boulevard   | deposit          | 20     |
| 1259 | 66454844       | 2021 | 8     | 1   | Leggett Street       | withdraw         | 25     |
| 1260 | 79758906       | 2021 | 8     | 1   | Leggett Street       | withdraw         | 30     |
| 1261 | 32134232       | 2021 | 8     | 1   | Carvalho Road        | deposit          | 65     |
| 1262 | 55656186       | 2021 | 8     | 1   | Humphrey Lane        | deposit          | 20     |
| 1263 | 67735369       | 2021 | 8     | 1   | Leggett Street       | withdraw         | 80     |
| 1264 | 54824866       | 2021 | 8     | 1   | Leggett Street       | withdraw         | 75     |
| 1265 | 40981669       | 2021 | 8     | 1   | Humphrey Lane        | deposit          | 100    |
| 1266 | 67735369       | 2021 | 8     | 1   | Carvalho Road        | withdraw         | 80     |
| 1267 | 74812642       | 2021 | 8     | 1   | Daboin Sanchez Drive | deposit          | 70     |
| 1268 | 66344537       | 2021 | 8     | 1   | Leggett Street       | withdraw         | 90     |
| 1269 | 21149684       | 2021 | 8     | 1   | Carvalho Road        | deposit          | 10     |
| 1270 | 62075502       | 2021 | 8     | 1   | Humphrey Lane        | deposit          | 40     |
| 1271 | 15871517       | 2021 | 8     | 1   | Leggett Street       | deposit          | 95     |
| 1272 | 73530768       | 2021 | 8     | 1   | Humphrey Lane        | deposit          | 5      |
| 1273 | 52457779       | 2021 | 8     | 1   | Blumberg Boulevard   | deposit          | 40     |
| 1274 | 66220752       | 2021 | 8     | 1   | Leggett Street       | withdraw         | 65     |
| 1275 | 57029719       | 2021 | 8     | 1   | Humphrey Lane        | deposit          | 95     |
| 1276 | 49406050       | 2021 | 8     | 1   | Blumberg Boulevard   | withdraw         | 95     |
| 1277 | 34939061       | 2021 | 8     | 1   | Blumberg Boulevard   | withdraw         | 50     |
| 1278 | 94973060       | 2021 | 8     | 1   | Leggett Street       | deposit          | 100    |
| 1279 | 42445987       | 2021 | 8     | 1   | Daboin Sanchez Drive | withdraw         | 55     |
| 1280 | 18363023       | 2021 | 8     | 1   | Humphrey Lane        | withdraw         | 55     |
| 1281 | 55656186       | 2021 | 8     | 1   | Humphrey Lane        | deposit          | 95     |
| 1282 | 24133830       | 2021 | 8     | 1   | Leggett Street       | deposit          | 10     |
| 1283 | 16194980       | 2021 | 8     | 1   | Carvalho Road        | deposit          | 40     |
| 1284 | 69278040       | 2021 | 8     | 1   | Humphrey Lane        | deposit          | 65     |
| 1285 | 86363979       | 2021 | 8     | 1   | Humphrey Lane        | withdraw         | 80     |
| 1286 | 50665819       | 2021 | 8     | 1   | Humphrey Lane        | withdraw         | 30     |
| 1287 | 40665580       | 2021 | 8     | 1   | Humphrey Lane        | deposit          | 85     |
| 1288 | 66254725       | 2021 | 8     | 1   | Daboin Sanchez Drive | withdraw         | 55     |
| 1289 | 62690806       | 2021 | 8     | 1   | Leggett Street       | deposit          | 90     |
| 1290 | 87859883       | 2021 | 8     | 1   | Humphrey Lane        | deposit          | 80     |
| 1291 | 73530768       | 2021 | 8     | 1   | Humphrey Lane        | deposit          | 95     |
| 1292 | 79758906       | 2021 | 8     | 1   | Humphrey Lane        | withdraw         | 40     |
| 1293 | 83997425       | 2021 | 8     | 1   | Carvalho Road        | withdraw         | 25     |
| 1294 | 37033371       | 2021 | 8     | 1   | Leggett Street       | deposit          | 80     |
| 1295 | 56171033       | 2021 | 8     | 1   | Carvalho Road        | withdraw         | 55     |
| 1296 | 45468795       | 2021 | 8     | 1   | Humphrey Lane        | withdraw         | 10     |
| 1297 | 97338436       | 2021 | 8     | 1   | Humphrey Lane        | deposit          | 60     |
| 1298 | 46222318       | 2021 | 8     | 1   | Humphrey Lane        | withdraw         | 80     |
| 1299 | 86997719       | 2021 | 8     | 1   | Humphrey Lane        | withdraw         | 75     |
| 1300 | 75571594       | 2021 | 8     | 1   | Carvalho Road        | deposit          | 10     |
| 1301 | 69562812       | 2021 | 8     | 1   | Daboin Sanchez Drive | withdraw         | 10     |
| 1302 | 36709431       | 2021 | 8     | 1   | Humphrey Lane        | withdraw         | 20     |
| 1303 | 21656307       | 2021 | 8     | 1   | Blumberg Boulevard   | deposit          | 75     |
| 1304 | 32747120       | 2021 | 8     | 1   | Carvalho Road        | withdraw         | 60     |
| 1305 | 45096649       | 2021 | 8     | 1   | Leggett Street       | deposit          | 40     |
| 1306 | 34939061       | 2021 | 8     | 1   | Humphrey Lane        | withdraw         | 45     |
| 1307 | 56648519       | 2021 | 8     | 1   | Humphrey Lane        | withdraw         | 45     |
| 1308 | 65190958       | 2021 | 8     | 1   | Humphrey Lane        | deposit          | 25     |
| 1309 | 62075502       | 2021 | 8     | 1   | Humphrey Lane        | deposit          | 20     |
| 1310 | 76849114       | 2021 | 8     | 1   | Carvalho Road        | deposit          | 100    |
| 1311 | 37409101       | 2021 | 8     | 1   | Humphrey Lane        | deposit          | 15     |
| 1312 | 21004503       | 2021 | 8     | 1   | Humphrey Lane        | withdraw         | 65     |
| 1313 | 20774848       | 2021 | 8     | 1   | Daboin Sanchez Drive | deposit          | 75     |
| 1314 | 15452229       | 2021 | 8     | 1   | Humphrey Lane        | withdraw         | 95     |
| 1315 | 93622979       | 2021 | 8     | 1   | Carvalho Road        | deposit          | 35     |
| 1316 | 65190958       | 2021 | 8     | 1   | Carvalho Road        | deposit          | 10     |
| 1317 | 24133830       | 2021 | 8     | 1   | Humphrey Lane        | deposit          | 45     |
| 1318 | 24907878       | 2021 | 8     | 1   | Daboin Sanchez Drive | withdraw         | 100    |
| 1319 | 36709431       | 2021 | 8     | 1   | Humphrey Lane        | deposit          | 70     |
| 1320 | 40237163       | 2021 | 8     | 1   | Humphrey Lane        | withdraw         | 20     |
| 1321 | 97338436       | 2021 | 8     | 1   | Humphrey Lane        | deposit          | 35     |
| 1322 | 59116006       | 2021 | 8     | 1   | Leggett Street       | withdraw         | 15     |
| 1323 | 27482737       | 2021 | 8     | 1   | Daboin Sanchez Drive | deposit          | 80     |
| 1324 | 36438351       | 2021 | 8     | 1   | Humphrey Lane        | withdraw         | 80     |
| 1325 | 16113845       | 2021 | 8     | 1   | Leggett Street       | deposit          | 80     |
| 1326 | 21021018       | 2021 | 8     | 1   | Daboin Sanchez Drive | withdraw         | 50     |
| 1327 | 32212020       | 2021 | 8     | 1   | Humphrey Lane        | withdraw         | 85     |
| 1328 | 49406050       | 2021 | 8     | 1   | Daboin Sanchez Drive | deposit          | 50     |
| 1329 | 42445987       | 2021 | 8     | 1   | Blumberg Boulevard   | withdraw         | 80     |
| 1330 | 58552019       | 2021 | 8     | 1   | Humphrey Lane        | withdraw         | 85     |
| 1331 | 95773068       | 2021 | 8     | 1   | Carvalho Road        | deposit          | 90     |
| 1332 | 92647903       | 2021 | 8     | 1   | Blumberg Boulevard   | deposit          | 45     |
+------+----------------+------+-------+-----+----------------------+------------------+--------+
